lat,lon,hour,dow,is_weekend,crime_type,severity
12.970595,77.634459,11,4,0,assault,2
13.110905,77.599182,3,3,0,burglary,1
12.846983,77.662471,16,3,0,burglary,2
12.976358,77.644578,5,3,0,theft,1
13.093735,77.60002,21,4,0,burglary,2
12.974354,77.53108,17,3,0,theft,1
12.923617,77.551268,22,0,0,theft,2
12.96944,77.749578,0,2,0,theft,1
12.978838,77.617247,2,2,0,assault,3
12.967863,77.584559,18,5,1,theft,2
12.997969,77.693438,14,1,0,theft,1
12.956103,77.701425,18,3,0,vehicle_theft,3
12.984354,77.576196,19,5,1,theft,2
12.907948,77.577646,22,6,1,theft,1
12.970704,77.642915,10,5,1,assault,2
12.928486,77.54784,7,2,0,theft,2
12.998655,77.547841,0,3,0,theft,2
12.900921,77.613565,19,5,1,vehicle_theft,2
12.96549,77.579101,0,1,0,harassment,1
12.971585,77.606006,18,0,0,assault,3
12.98407,77.622281,0,5,1,theft,2
12.910592,77.636599,21,4,0,theft,2
12.920544,77.554514,19,6,1,theft,2
13.019268,77.525513,21,5,1,theft,1
12.979649,77.611623,5,4,0,assault,3
12.956224,77.703279,20,4,0,vehicle_theft,3
12.974441,77.762688,5,2,0,burglary,2
12.915157,77.614573,21,2,0,theft,1
12.857803,77.655645,0,3,0,vehicle_theft,3
12.971032,77.749183,22,1,0,fraud,1
12.901435,77.61713,9,3,0,vehicle_theft,2
13.039258,77.509474,1,0,0,burglary,2
12.971454,77.640565,23,5,1,harassment,1
13.0046,77.691203,7,3,0,vehicle_theft,1
12.844934,77.652702,23,4,0,burglary,1
13.04517,77.596822,10,2,0,vehicle_theft,2
12.903623,77.473078,0,2,0,harassment,2
12.995349,77.557278,18,5,1,theft,1
12.930443,77.609239,1,1,0,assault,3
13.007443,77.572396,21,5,1,theft,1
13.037221,77.544789,3,0,0,assault,3
12.974591,77.607192,9,6,1,assault,3
12.915202,77.608701,14,4,0,harassment,1
12.901567,77.614293,21,2,0,theft,2
12.879884,77.768013,10,5,1,fraud,1
13.031913,77.520978,20,5,1,vehicle_theft,2
12.923947,77.644168,14,2,0,fraud,1
12.975902,77.74696,2,0,0,vehicle_theft,2
13.00326,77.572859,9,4,0,fraud,1
12.970032,77.747504,19,1,0,burglary,2
12.975997,77.604072,21,5,1,harassment,1
12.976468,77.570504,18,6,1,theft,1
12.963312,77.579362,9,2,0,fraud,2
12.922202,77.603642,5,1,0,burglary,3
12.906756,77.633442,14,3,0,theft,2
12.910085,77.609591,15,5,1,burglary,2
12.93393,77.628513,5,3,0,theft,1
12.954928,77.577036,8,3,0,theft,1
13.101406,77.595643,5,6,1,vehicle_theft,1
12.907257,77.617925,19,1,0,vehicle_theft,3
12.943587,77.641754,16,2,0,vehicle_theft,3
12.962688,77.577181,18,2,0,harassment,1
12.963337,77.582537,9,3,0,theft,1
12.917121,77.608212,0,3,0,vehicle_theft,3
12.937282,77.625999,7,5,1,theft,1
12.999484,77.571366,8,5,1,fraud,1
13.012201,77.696499,7,6,1,assault,2
12.972539,77.52926,18,3,0,burglary,2
12.968604,77.528903,8,6,1,theft,1
12.905944,77.617762,9,3,0,vehicle_theft,1
12.967817,77.580458,16,4,0,theft,1
13.002392,77.688811,11,1,0,burglary,2
12.932948,77.591248,0,0,0,fraud,1
12.908317,77.615069,10,6,1,vehicle_theft,2
12.997485,77.555751,16,6,1,theft,1
12.971555,77.583896,13,0,0,fraud,1
12.957307,77.697918,19,2,0,vehicle_theft,2
12.909235,77.58243,18,4,0,burglary,1
13.003791,77.554238,16,3,0,theft,1
12.983217,77.621214,2,1,0,assault,3
12.983546,77.621472,22,5,1,assault,3
12.961127,77.569357,14,5,1,assault,3
12.978603,77.573698,1,5,1,harassment,1
13.023062,77.538529,11,5,1,theft,2
12.947142,77.705439,11,5,1,theft,1
12.984911,77.606658,9,2,0,theft,2
12.924968,77.54697,12,6,1,theft,1
12.891041,77.74934,22,2,0,fraud,1
12.837944,77.66538,3,4,0,burglary,2
13.008604,77.696579,12,6,1,vehicle_theft,2
13.032492,77.512783,1,3,0,theft,1
12.978073,77.56779,19,4,0,assault,3
12.980643,77.606814,19,4,0,theft,1
13.009333,77.530695,22,4,0,burglary,3
13.035666,77.59528,19,6,1,vehicle_theft,1
12.972759,77.607326,1,5,1,harassment,1
12.989743,77.609164,12,0,0,assault,3
12.926793,77.580863,22,6,1,burglary,2
12.973077,77.6393,0,3,0,theft,1
12.981352,77.604843,22,0,0,harassment,1
13.095783,77.598485,3,3,0,burglary,2
12.919287,77.632267,21,1,0,burglary,1
12.986086,77.60968,16,1,0,theft,1
12.96507,77.574125,20,4,0,theft,2
12.954754,77.694937,22,3,0,theft,1
13.101457,77.591403,0,2,0,vehicle_theft,3
12.965117,77.702709,20,5,1,vehicle_theft,2
12.937229,77.63007,23,3,0,theft,1
12.97285,77.570685,14,0,0,harassment,1
13.00317,77.569949,17,1,0,fraud,1
12.908529,77.6187,7,3,0,vehicle_theft,2
12.96057,77.582361,11,5,1,theft,1
12.897455,77.593922,22,0,0,burglary,2
12.982424,77.622874,20,1,0,theft,2
12.893047,77.604073,22,2,0,vehicle_theft,3
13.10796,77.592426,22,0,0,vehicle_theft,2
12.934548,77.625209,1,1,0,assault,3
13.045514,77.658453,19,0,0,theft,1
12.983964,77.563575,22,0,0,assault,3
12.964304,77.579673,7,1,0,harassment,1
13.034863,77.688853,15,3,0,assault,2
13.004434,77.571046,17,0,0,fraud,1
12.939042,77.62794,23,2,0,theft,1
12.977063,77.608595,0,6,1,assault,3
12.97411,77.703366,3,4,0,theft,1
12.93506,77.579559,19,6,1,fraud,2
12.903983,77.583722,21,2,0,theft,1
12.915341,77.647149,19,3,0,burglary,2
13.042813,77.596327,8,4,0,theft,2
13.005904,77.695165,19,5,1,assault,3
12.983395,77.599753,21,5,1,theft,1
12.995079,77.569253,11,3,0,burglary,2
12.980899,77.621393,19,3,0,harassment,1
13.109077,77.596624,2,3,0,vehicle_theft,1
12.930411,77.619451,0,1,0,theft,1
12.929622,77.570973,17,2,0,theft,1
12.977159,77.570364,19,4,0,theft,1
13.029393,77.555196,16,1,0,theft,1
12.990652,77.605554,6,6,1,assault,3
12.934882,77.480048,15,0,0,theft,1
12.922108,77.612314,19,6,1,vehicle_theft,3
12.964671,77.747432,7,0,0,vehicle_theft,1
12.9311,77.582471,2,1,0,fraud,1
12.843297,77.66239,12,6,1,burglary,2
12.908116,77.616244,21,0,0,burglary,2
12.996286,77.693713,11,3,0,vehicle_theft,3
12.970598,77.608683,1,2,0,assault,2
12.983958,77.571403,14,5,1,fraud,2
12.985187,77.602031,22,5,1,theft,1
12.972157,77.641167,21,4,0,theft,1
12.965238,77.577713,13,0,0,harassment,1
12.90584,77.609093,8,4,0,assault,3
12.832473,77.644534,6,1,0,vehicle_theft,1
12.940274,77.62454,0,6,1,vehicle_theft,2
13.032092,77.504064,9,1,0,vehicle_theft,3
13.002208,77.562324,8,1,0,theft,2
12.968357,77.576411,8,6,1,theft,1
12.995731,77.551807,22,4,0,theft,2
13.033697,77.542443,11,5,1,vehicle_theft,2
12.907297,77.673442,1,5,1,burglary,2
13.039417,77.589877,22,4,0,assault,3
12.936838,77.638663,23,6,1,assault,3
13.026033,77.539435,17,0,0,vehicle_theft,3
12.950734,77.701259,22,5,1,burglary,2
12.963331,77.577026,19,4,0,harassment,1
12.933225,77.617462,1,3,0,theft,1
12.971987,77.639465,21,4,0,vehicle_theft,3
12.956397,77.700923,17,6,1,burglary,1
13.132585,77.523905,6,0,0,harassment,1
13.097257,77.602336,21,1,0,vehicle_theft,3
12.974751,77.612501,3,5,1,theft,1
12.963418,77.709679,7,4,0,assault,3
12.934628,77.588212,20,2,0,burglary,2
12.924278,77.585066,23,1,0,fraud,1
12.987528,77.620444,4,5,1,assault,3
12.944465,77.629411,22,2,0,assault,1
12.964619,77.577297,14,6,1,harassment,1
13.049912,77.603782,18,5,1,theft,1
12.912132,77.609665,16,2,0,harassment,1
12.961663,77.746775,2,6,1,theft,1
12.959292,77.702678,5,3,0,vehicle_theft,2
12.988049,77.520519,7,0,0,theft,1
12.924139,77.504379,8,4,0,fraud,1
12.899315,77.630102,9,5,1,vehicle_theft,2
12.916048,77.589506,20,2,0,theft,1
12.962947,77.574217,19,5,1,theft,2
12.984745,77.569422,13,1,0,theft,1
12.93309,77.590285,0,0,0,theft,1
13.01304,77.542304,19,0,0,theft,1
12.97064,77.63819,21,6,1,theft,1
12.972157,77.538505,1,5,1,vehicle_theft,3
12.995055,77.557365,18,3,0,burglary,1
12.974657,77.532024,20,4,0,vehicle_theft,3
12.925565,77.606904,4,1,0,burglary,3
12.975405,77.607504,23,6,1,theft,1
12.96307,77.575951,10,3,0,theft,1
12.915899,77.610366,0,1,0,vehicle_theft,2
12.922774,77.548389,15,2,0,vehicle_theft,1
12.988495,77.553369,1,1,0,burglary,3
12.948946,77.710856,3,3,0,vehicle_theft,2
12.98034,77.755358,4,4,0,fraud,1
13.032961,77.520147,1,1,0,theft,1
12.849794,77.663775,2,3,0,theft,1
12.98657,77.604857,19,4,0,theft,1
12.968981,77.578321,14,1,0,theft,1
12.967391,77.757365,21,5,1,theft,2
13.042853,77.508949,22,6,1,vehicle_theft,3
13.100698,77.598332,4,2,0,burglary,1
12.977475,77.571385,14,2,0,harassment,1
12.993151,77.558188,7,0,0,theft,1
12.982908,77.562429,15,3,0,assault,3
12.843479,77.663705,20,2,0,theft,1
12.971756,77.521956,12,5,1,theft,1
12.955259,77.701634,8,1,0,theft,1
12.975865,77.75426,8,4,0,burglary,2
12.921038,77.551116,22,4,0,vehicle_theft,1
12.920136,77.626443,0,6,1,harassment,1
12.917184,77.60601,15,3,0,theft,1
12.955272,77.699357,12,4,0,vehicle_theft,2
12.935427,77.628266,3,1,0,vehicle_theft,1
12.907293,77.58591,21,6,1,theft,1
12.939058,77.614493,23,5,1,assault,3
13.078369,77.750785,19,3,0,burglary,1
12.931935,77.618768,20,1,0,theft,1
12.902144,77.631228,16,2,0,theft,1
12.9921,77.609002,5,1,0,theft,1
12.974137,77.528326,20,5,1,vehicle_theft,2
12.963676,77.573015,10,4,0,theft,1
12.970773,77.572867,9,5,1,theft,1
12.9976,77.571468,9,6,1,burglary,2
12.973427,77.632082,5,5,1,assault,3
13.034272,77.515848,23,0,0,vehicle_theft,1
12.934672,77.626334,10,5,1,theft,1
12.845626,77.662557,3,0,0,burglary,2
13.09883,77.61285,15,3,0,vehicle_theft,3
12.979831,77.614975,21,4,0,harassment,1
12.915846,77.609214,22,0,0,theft,1
12.963101,77.576093,14,4,0,theft,1
12.912208,77.640675,17,2,0,burglary,2
12.928021,77.578526,14,6,1,harassment,1
12.936942,77.62317,22,3,0,assault,3
12.982174,77.621249,23,4,0,assault,3
12.981669,77.606703,4,1,0,harassment,1
12.995858,77.55515,23,4,0,theft,1
13.035487,77.601007,8,1,0,theft,1
13.002906,77.553062,12,3,0,theft,2
12.928479,77.573865,18,2,0,theft,1
12.90646,77.585613,18,2,0,burglary,3
12.952201,77.698865,22,3,0,vehicle_theft,2
12.909102,77.621385,9,1,0,vehicle_theft,2
12.909163,77.5817,21,5,1,theft,2
12.907568,77.617416,21,0,0,vehicle_theft,2
12.974547,77.616455,3,2,0,theft,1
12.970562,77.576994,17,4,0,theft,1
12.914779,77.610208,15,4,0,theft,1
12.940833,77.617198,21,2,0,assault,3
13.011565,77.697378,1,1,0,vehicle_theft,3
13.001003,77.549531,4,5,1,assault,3
12.926611,77.520351,13,3,0,assault,1
12.955546,77.712151,6,6,1,vehicle_theft,1
12.970286,77.522874,17,2,0,theft,2
12.971599,77.749798,21,2,0,theft,2
12.905995,77.617995,10,3,0,theft,1
13.023075,77.531998,6,5,1,theft,1
13.028556,77.613129,2,3,0,vehicle_theft,3
12.933805,77.628566,3,1,0,theft,1
12.905752,77.615555,21,4,0,vehicle_theft,2
12.972543,77.763494,11,3,0,vehicle_theft,2
12.963727,77.575945,13,0,0,harassment,1
12.913183,77.645679,19,5,1,fraud,1
12.960005,77.571681,19,6,1,harassment,1
12.969639,77.586504,14,3,0,theft,1
13.000559,77.56451,8,4,0,theft,2
12.932007,77.617151,7,0,0,harassment,1
12.988331,77.601769,17,1,0,theft,1
12.996791,77.55608,19,2,0,burglary,3
13.013509,77.764382,4,2,0,vehicle_theft,2
12.84827,77.676576,21,5,1,vehicle_theft,1
12.940931,77.697167,15,2,0,vehicle_theft,1
12.953166,77.694612,10,6,1,vehicle_theft,2
12.856288,77.660425,1,5,1,vehicle_theft,3
12.961638,77.577586,2,5,1,harassment,1
12.845479,77.659974,1,4,0,theft,2
12.953561,77.761514,18,4,0,fraud,1
12.969039,77.524689,8,0,0,burglary,2
13.041408,77.527936,3,4,0,theft,1
12.910757,77.621761,8,1,0,vehicle_theft,2
12.961612,77.578178,9,2,0,theft,1
13.031887,77.512978,5,1,0,vehicle_theft,2
12.973036,77.760185,0,4,0,theft,1
12.977063,77.572551,11,5,1,theft,1
12.972856,77.607179,12,2,0,harassment,1
12.918686,77.639064,18,3,0,vehicle_theft,3
12.935578,77.648791,6,6,1,burglary,1
12.981613,77.625002,18,5,1,theft,1
12.969582,77.750036,23,3,0,vehicle_theft,2
12.911992,77.622845,21,0,0,vehicle_theft,1
12.984443,77.616748,17,0,0,harassment,1
12.963501,77.577735,17,0,0,fraud,1
12.941637,77.46988,10,6,1,vehicle_theft,1
12.927072,77.548213,21,5,1,theft,1
13.034823,77.596745,9,3,0,theft,1
12.977378,77.575104,19,1,0,theft,1
13.027302,77.54009,7,0,0,assault,3
12.981935,77.620583,4,4,0,assault,2
13.025175,77.538856,15,3,0,theft,1
12.971705,77.611706,1,4,0,assault,3
12.960708,77.740594,23,2,0,fraud,1
12.915007,77.609547,12,1,0,theft,1
12.858161,77.645396,12,2,0,theft,1
12.967273,77.581122,19,2,0,theft,1
13.025859,77.541868,9,0,0,theft,2
12.972075,77.64098,1,6,1,harassment,2
12.956567,77.704378,23,2,0,burglary,2
12.97523,77.607097,14,3,0,assault,3
12.921186,77.626335,21,5,1,vehicle_theft,2
12.938875,77.530153,23,1,0,harassment,1
12.854292,77.595843,9,3,0,vehicle_theft,1
13.00853,77.694825,19,0,0,theft,2
12.923089,77.612239,3,4,0,vehicle_theft,1
12.939201,77.627038,1,0,0,vehicle_theft,2
12.894322,77.584927,23,3,0,burglary,1
12.980408,77.605043,2,5,1,assault,3
13.034554,77.521056,12,3,0,vehicle_theft,2
13.038315,77.607607,6,2,0,vehicle_theft,3
12.976235,77.570237,20,5,1,assault,3
12.970441,77.750468,2,3,0,burglary,3
12.974082,77.572913,18,6,1,fraud,1
12.90493,77.614777,22,4,0,vehicle_theft,3
12.97006,77.532171,7,3,0,theft,1
12.935061,77.627685,1,3,0,theft,1
12.917269,77.609785,17,3,0,theft,1
12.974939,77.606749,14,5,1,assault,3
12.958208,77.717383,13,1,0,vehicle_theft,2
12.972299,77.518409,22,4,0,theft,1
13.035712,77.597967,14,4,0,assault,3
12.916986,77.610433,23,3,0,vehicle_theft,2
12.967256,77.579177,15,6,1,theft,2
12.969303,77.729556,6,0,0,assault,1
12.930964,77.575332,20,5,1,burglary,2
12.850281,77.654995,22,5,1,vehicle_theft,2
12.982405,77.605617,4,6,1,harassment,1
12.943553,77.62702,4,6,1,theft,2
12.90611,77.618042,18,3,0,vehicle_theft,2
12.967709,77.606893,2,3,0,harassment,1
13.103172,77.597027,6,2,0,theft,1
12.969997,77.750222,1,6,1,burglary,3
12.906987,77.619625,6,5,1,assault,3
12.969841,77.539531,9,0,0,vehicle_theft,2
12.837593,77.652741,1,1,0,burglary,1
12.939605,77.622058,2,5,1,assault,3
12.969879,77.580874,17,2,0,theft,1
12.927953,77.615409,5,2,0,theft,1
13.031403,77.597702,4,6,1,theft,1
13.019121,77.550868,17,6,1,vehicle_theft,3
12.974245,77.644846,23,5,1,assault,3
12.986785,77.598277,18,3,0,theft,1
12.987507,77.604106,15,5,1,assault,2
12.972397,77.642965,5,1,0,assault,2
12.978216,77.566986,12,5,1,theft,1
12.98953,77.617418,2,0,0,theft,1
12.977346,77.605814,20,5,1,assault,3
12.96024,77.577626,12,6,1,theft,1
12.913301,77.604455,22,3,0,vehicle_theft,2
13.003485,77.570358,11,4,0,theft,1
12.92748,77.612184,10,3,0,burglary,2
12.977383,77.571231,19,5,1,harassment,1
12.954519,77.476182,14,5,1,burglary,1
12.905981,77.621596,10,3,0,vehicle_theft,2
12.923523,77.550338,20,2,0,theft,1
12.971909,77.612622,2,5,1,theft,2
12.97201,77.578351,17,0,0,theft,1
12.969272,77.57676,11,4,0,theft,1
12.975144,77.640686,21,2,0,assault,2
12.984817,77.625092,0,3,0,assault,2
12.979864,77.572111,3,2,0,harassment,1
12.899077,77.612512,8,6,1,theft,1
12.976436,77.573696,12,2,0,assault,2
13.035765,77.597578,20,6,1,theft,1
12.973038,77.530587,13,6,1,theft,2
13.033318,77.517906,7,0,0,burglary,2
12.93814,77.62171,1,5,1,harassment,2
12.983276,77.602729,17,3,0,assault,3
12.978432,77.534401,21,2,0,theft,1
12.976471,77.609578,2,5,1,theft,1
13.052748,77.493369,10,2,0,assault,1
12.958952,77.68974,17,4,0,theft,1
12.963165,77.577137,17,2,0,theft,1
12.91294,77.578352,17,0,0,burglary,3
12.99474,77.615873,11,6,1,theft,1
12.953181,77.709251,6,0,0,theft,2
12.968135,77.582789,6,0,0,theft,1
13.008456,77.695288,9,4,0,theft,1
12.986775,77.619985,18,5,1,assault,3
12.843375,77.655802,0,1,0,theft,1
12.915638,77.609635,19,1,0,vehicle_theft,2
12.858124,77.64972,5,6,1,vehicle_theft,2
12.978098,77.601729,10,5,1,harassment,1
12.83591,77.649466,0,3,0,burglary,2
13.033893,77.536789,20,2,0,theft,2
12.971307,77.64265,13,5,1,harassment,1
13.100665,77.595798,4,4,0,burglary,2
12.844165,77.661609,23,1,0,theft,1
12.981648,77.622476,21,5,1,harassment,2
12.919755,77.456633,5,1,0,fraud,1
13.087607,77.613197,2,3,0,burglary,3
12.906028,77.617968,5,4,0,theft,2
13.09035,77.600617,0,1,0,vehicle_theft,2
12.970232,77.604839,0,6,1,harassment,1
12.991391,77.485636,17,2,0,fraud,2
13.027034,77.599716,11,5,1,theft,2
12.872021,77.531403,13,1,0,assault,1
12.981278,77.620696,21,5,1,theft,2
13.001285,77.574762,13,1,0,theft,1
12.913394,77.642963,19,4,0,burglary,2
12.98161,77.752607,1,5,1,vehicle_theft,2
12.924913,77.545143,14,0,0,burglary,2
12.962431,77.579535,17,5,1,theft,1
12.967574,77.641821,3,6,1,harassment,2
12.960398,77.699628,20,2,0,burglary,1
12.975047,77.640328,4,4,0,vehicle_theft,3
12.975732,77.568143,13,1,0,assault,3
12.969366,77.580147,15,6,1,harassment,2
12.895655,77.742192,4,6,1,vehicle_theft,1
12.997941,77.608443,10,0,0,theft,1
12.92534,77.64294,3,5,1,burglary,1
12.937527,77.62503,1,1,0,harassment,1
12.963178,77.575911,19,3,0,theft,1
12.964973,77.642734,2,4,0,assault,2
12.9153,77.602107,0,3,0,theft,1
13.030359,77.539422,23,3,0,theft,2
12.979001,77.603489,0,1,0,assault,2
13.099232,77.596483,22,5,1,burglary,3
13.135232,77.451112,8,4,0,vehicle_theft,1
13.037962,77.597217,19,1,0,theft,1
12.967428,77.754906,23,4,0,fraud,1
12.964505,77.57562,18,3,0,theft,1
12.960796,77.576663,14,3,0,theft,1
12.983047,77.639696,23,2,0,assault,3
13.03145,77.538699,10,2,0,vehicle_theft,2
12.97654,77.571866,20,2,0,theft,2
13.073091,77.743691,12,4,0,assault,2
12.925246,77.547407,16,1,0,burglary,3
12.95904,77.693096,14,0,0,vehicle_theft,1
12.969046,77.568549,18,2,0,theft,1
12.995737,77.546779,2,1,0,assault,3
12.958785,77.701627,17,5,1,vehicle_theft,2
12.888893,77.660045,5,6,1,assault,1
12.986202,77.600248,9,4,0,assault,3
13.101305,77.586567,22,5,1,theft,2
12.842227,77.684865,0,1,0,burglary,2
12.981896,77.594678,15,5,1,theft,1
12.93498,77.623375,0,3,0,theft,1
13.011204,77.702715,9,6,1,theft,1
12.840839,77.658835,1,0,0,vehicle_theft,2
12.924674,77.582163,22,4,0,theft,2
13.00258,77.566534,22,2,0,theft,1
12.993153,77.759505,4,1,0,fraud,1
12.973505,77.601713,0,0,0,assault,3
12.958886,77.573603,17,1,0,theft,2
12.971067,77.749708,23,3,0,burglary,2
12.978706,77.603516,22,1,0,assault,3
13.008991,77.695871,9,0,0,burglary,3
12.979546,77.608239,1,5,1,harassment,1
12.966593,77.642953,8,4,0,assault,2
13.027817,77.539449,7,2,0,theft,1
12.964515,77.580951,10,2,0,theft,1
12.927439,77.597906,1,4,0,burglary,2
12.913135,77.584712,20,6,1,burglary,1
12.91271,77.607321,22,2,0,harassment,1
12.915939,77.598027,21,3,0,theft,2
12.973183,77.613832,1,2,0,theft,1
12.925593,77.572366,17,4,0,fraud,1
13.011885,77.633632,8,6,1,harassment,2
12.93618,77.626813,19,4,0,assault,3
12.847998,77.655392,5,3,0,vehicle_theft,2
12.918158,77.634713,12,5,1,burglary,2
12.97618,77.630832,23,2,0,assault,3
12.978111,77.566471,4,3,0,theft,1
13.004277,77.556857,5,5,1,theft,1
12.837469,77.65951,22,3,0,theft,2
12.963814,77.633799,0,5,1,vehicle_theft,3
12.915039,77.638906,19,4,0,burglary,3
13.001458,77.557107,13,5,1,theft,1
12.972683,77.638994,2,5,1,theft,2
12.916892,77.618824,8,3,0,vehicle_theft,3
12.885502,77.695941,18,1,0,fraud,1
12.90801,77.584933,0,3,0,burglary,2
13.012123,77.698162,6,4,0,vehicle_theft,2
12.962956,77.572238,12,1,0,theft,1
12.932748,77.624128,22,1,0,assault,3
12.917615,77.608442,12,2,0,theft,1
12.846459,77.657118,15,1,0,burglary,1
12.968833,77.573858,12,6,1,theft,1
12.954407,77.701592,9,2,0,burglary,2
12.914863,77.610474,2,6,1,harassment,2
13.024704,77.543881,9,1,0,theft,1
12.905788,77.618074,19,4,0,vehicle_theft,2
12.907497,77.616509,2,5,1,assault,3
12.974156,77.696339,21,5,1,theft,1
